"intexts","Freq"
"bender",52
"bending",80
"bends",30
"beneath",361
"benedict",106
"benedryl",3
"beneficial",147
"benefit",1302
"benefiting",57
"benefits",1431
"benefitted",15
"benefitting",5
"bengals",93
"benign",47
"benjamin",208
"bennet",31
"bennett",226
"benny",65
"benson",113
"bent",217
"bentley",45
"benz",36
"ber",8
"berg",37
"berger",55
"berggren",4
"bergman",27
"berkeley",208
"berklee",6
"berle",4
"berlin",187
"bermuda",25
"bernanke",72
"bernard",153
"bernie",89
"bernstein",53
"berries",155
"berry",254
"bert",57
"berth",87
"bertha",13
"bertrand",20
"beryl",16
"beside",286
"besides",750
"best",12256
"bestest",34
"bestfriend",49
"bestfriends",12
"bestie",31
"besties",28
"bestseller",45
"bet",823
"beta",192
"betch",3
"betcha",18
"beter",4
"beth",251
"bethany",46
"bethel",28
"bethenny",12
"bethesda",24
"bethlehem",38
"betray",29
"betrayed",79
"bets",96
"betsy",79
"betta",27
"better",10280
"betting",105
"betty",241
"betw",3
"between",7759
"bev",18
"beverage",183
"beverages",103
"beverly",157
"bevy",20
"beware",119
"bey",8
"beyonce",57
"beyond",1910
"beyondthescoreboard",8
"bf",133
"bfast",4
"bff",99
"bffl",4
"bffs",9
"bg",49
"bgc",10
"bh",20
"bhaha",3
"bho",13
"bi",110
"bianca",41
"bias",147
"biased",118
"biatch",5
"bib",20
"bibby",18
"bible",704
"bibles",27
"biblical",166
"bibliographic",3
"biceps",17
"bickering",37
"bicycle",223
"bicycles",54
"bicycling",32
"bid",492
"bidding",116
"biddle",7
"biddy",4
"biden",130
"bidness",3
"bids",121
"bieber",233
"bieberfact",3
"biebers",5
"biebs",11
"bielema",3
"bien",8
"bier",9
"bierce",4
"big",10284
"bigcartel",3
"bigg",4
"bigger",1178
"biggest",1867
"biggie",41
"bigot",12
"bigoted",18
"bigots",9
"bigs",21
"bigtime",7
"bih",3
"bike",871
"biker",34
"bikes",196
"biking",105
"bikini",74
"bikinis",11
"bikram",16
"bil",21
"bilingual",39
"bill",3597
"billboard",105
"billboards",55
"billie",27
"billing",100
"billings",15
"billion",2468
"billionaire",80
"billions",224
"bills",909
"billsmafia",3
"billy",347
"bin",479
"binary",30
"binder",66
"binding",162
"bing",134
"binge",59
"bingo",100
"bins",95
"bio",216
"biography",128
"biological",125
"biology",127
"bionic",18
"bios",29
"bipartisan",131
"bipolar",56
"birch",30
"bird",742
"birdie",67
"birdies",38
"birdman",9
"birdofprayer",4
"birds",753
"birmingham",133
"birth",1009
"birthday",2899
"birthdays",120
"birthdayy",3
"birther",7
"birthplace",46
"births",72
"birthstone",4
"biscuit",84
"biscuits",138
"bisexual",44
"bish",3
"bishop",213
"bison",36
"bisque",22
"bistro",106
"bit",6314
"bitch",902
"bitches",262
"bitchez",6
"bitchh",3
"bitchin",9
"bitching",33
"bitchy",19
"bite",509
"bites",151
"biting",105
"bitly",3
"bits",450
"bitter",463
"bitterness",155
"bitters",51
"bittersweet",104
"bitty",26
"biv",3
"biz",188
"bizarre",231
"bizarro",7
"bizness",3
"bj",24
"bjj",4
"bjs",3
"bk",41
"bklyn",3
"bks",3
"bl",12
"bla",16
"blabber",7
"black",4923
"blackberries",30
"blackberry",188
"blackbird",20
"blackboard",33
"blackburn",47
"blacked",27
"blackest",7
"blackfriday",6
"blackhawks",57
"blacking",3
"blackjack",29
"blackmon",95
"blackness",17
"blackout",50
"blackparentsquotes",3
"blacks",208
"bladder",82
"blade",116
"blades",90
"blago",6
"blah",314
"blahh",4
"blaine",54
"blair",148
"blake",396
"blame",833
"blamed",229
"blames",36
"blaming",101
"blanc",108
"blanco",28
"bland",116
"blane",3
"blank",270
"blanked",3
"blanket",274
"blankets",119
"blaring",39
"blasphemy",20
"blast",480
"blasted",90
"blasters",3
"blastin",4
"blasting",82
"blastoff",4
"blastoffnetwork",7
"blasts",46
"blatantly",51
"blaze",128
"blazer",72
"blazers",785
"blazing",67
"blck",3
"bldg",18
"bleach",69
"bleacher",14
"bleachers",29
"bleak",107
"bledsoe",20
"bleed",80
"bleeding",194
"bleeds",26
"bleep",26
"bleh",19
"blend",453
"blended",131
"blender",160
"bless",391
"blessed",742
"blesses",22
"blessing",372
"blessings",314
"bleu",36
"blew",278
"blige",15
"blimp",9
"blind",494
"blinded",48
"blinding",25
"blinds",39
"bling",85
"blink",100
"blinked",29
"blinking",38
"bliss",167
"blissfully",18
"blister",23
"blisters",21
"blitz",72
"blizzard",62
"blk",10
"bloated",51
"block",1653
"blockage",17
"blockbuster",91
"blocked",301
"blocker",40
"blocking",201
"blocks",555
"blodwyn",4
"blog",5129
"blogged",109
"blogger",524
"bloggers",378
"blogging",702
"blogher",17
"blogs",821
"blogspot",84
"bloke",51
"blond",121
"blonde",211
"blondes",11
"blondie",21
"blood",1948
"blooded",30
"bloods",23
"bloodstream",18
"bloody",306
"bloom",216
"bloomberg",159
"blooming",91
"bloomington",50
"blooms",97
"blossom",141
"blossoming",27
"blossoms",88
"blouses",24
"blow",631
"blowed",4
"blowers",12
"blowin",15
"blowing",295
"blowjob",3
"blown",335
"blowout",66
"blowouts",14
"blows",157
"blpdx",3
"bls",8
"blt",19
"blu",99
"blue",2590
"blueberries",91
"blueberry",85
"bluebird",21
"bluefield",3
"bluegrass",64
"bluejays",4
"bluemoon",4
"blueprint",64
"blueprints",17
"bluerock",7
"blues",922
"bluesalley",3
"bluetooth",39
"bluff",79
"bluffton",3
"blunder",16
"blunders",16
"blunt",168
"blunts",11
"blur",80
"blurb",65
"blurred",53
"blurry",57
"blush",129
"blushing",34
"blustery",26
"blvd",273
"bm",22
"bmc",7
"bmi",33
"bmo",10
"bmore",20
"bmw",87
"bmx",20
"bn",97
"bo",249
"boa",22
"boar",17
"board",4100
"boarding",119
"boardroom",18
"boards",456
"boardwalk",80
"boardwalkempire",3
"boast",79
"boat",728
"boating",48
"boats",193
"bob",985
"bobbi",21
"bobble",13
"bobblehead",6
"bobby",336
"bobcat",9
"bobcats",78
"boca",18
"bock",45
"bodes",21
"bodies",622
"body",3642
"bodybuilding",4
"bodyguard",44
"boeheim",15
"boehner",147
"boeing",92
"boerne",3
"bofa",11
"bog",21
"boggling",41
"boggs",33
"bogo",13
"bogota",10
"bogus",50
"bogut",3
"bohemian",50
"boi",17
"boiii",3
"boil",355
"boiled",132
"boiler",45
"boiling",152
"boing",4
"boise",103
"bol",10
"bold",371
"boldly",55
"boldness",18
"bollywood",35
"bolt",118
"bolton",109
"bolts",47
"bomb",424
"bombarded",38
"bombed",47
"bombers",66
"bombing",103
"bombings",38
"bombs",167
"bon",149
"bonanza",26
"bonaparte",17
"bond",731
"bonding",83
"bonds",412
"bone",490
"boner",23
"boners",7
"bones",383
"bonfire",36
"bong",33
"bonita",16
"bonjour",12
"bonkers",19
"bonnaroo",4
"bonne",8
"bonner",22
"bonnet",21
"bonnie",125
"bono",62
"bonus",434
"bonuses",114
"bony",19
"boo",325
"boob",41
"boobie",7
"boobies",11
"booboo",11
"boobs",105
"booger",10
"boogie",58
"booing",17
"book",8636
"booked",256
"booker",191
"booking",156
"bookings",34
"bookmark",49
"bookmarked",13
"bookmarking",8
"bookmarks",23
"books",3959
"bookshelf",40
"bookstore",172
"bookstores",67
"boolean",3
"boom",301
"boomer",35
"boomers",72
"booming",79
"booms",20
"boondocks",3
"boone",63
"boos",26
"boosie",11
"boost",467
"boosting",66
"boosts",35
"boot",251
"bootcamp",16
"booted",25
"booth",380
"booths",96
"bootie",7
"booting",3
"bootleg",17
"boots",419
"booty",83
"booya",7
"booyah",5
"booze",113
"boozer",36
"boozy",16
"bop",20
"bord",10
"border",779
"borderline",46
"borders",254
"bore",127
"bored",571
"boredd",3
"boredom",67
"bores",13
"borges",15
"borgia",29
"borin",7
"boring",570
"born",1943
"boro",5
"borrow",222
"borrowed",144
"borrowing",147
"bos",7
"bosa",3
"bose",9
"bosh",65
"bosnia",24
"bosox",3
"boss",721
"bosses",121
"bossman",7
"bossy",16
"boston",1003
"bostonmarathon",3
"boswell",22
"bot",32
"botanical",73
"both",9387
"bother",321
"bothered",221
"bothering",74
"bothers",62
"botox",24
"bots",7
"bottle",990
"bottled",117
"bottles",507
"bottling",39
"bottom",1689
"bottomless",19
"bottoms",81
"boudoir",13
"bought",2062
"boulder",184
"boulevard",404
"bounce",161
"bounced",123
"bouncer",25
"bounces",29
"bouncing",107
"bound",522
"boundaries",225
"boundary",78
"bounds",102
"bounties",17
"bounty",163
"bouquet",83
"bourbon",176
"bourdain",17
"bourgeois",32
"bout",706
"bouta",16
"boutique",220
"bouts",34
"boutta",10
"bow",333
"bowels",43
"bowen",49
"bowers",29
"bowery",10
"bowie",62
"bowl",1860
"bowler",25
"bowling",214
"bowls",199
"bowman",63
"bows",55
"bowtie",10
"box",2072
"boxed",46
"boxer",92
"boxers",50
"boxes",580
"boxing",186
"boy",2828
"boycott",96
"boycotting",18
"boyd",101
"boyfriend",761
"boyfriendreview",4
"boyfriends",51
"boyle",75
"boys",2143
"boyz",81
"bp",183
"bpi",13
"bpl",3
"br",117
"bra",149
"brace",68
"bracelet",105
"bracelets",51
"braces",64
"bracket",107
"brackets",49
"brad",329
"braddock",3
"bradford",119
"bradley",190
"bradshaw",57
"brady",240
"brag",58
"bragging",67
"brags",8
"brah",18
"braiding",8
"braids",29
"brain",1392
"brainer",66
"brainiac",3
"brainless",8
"brains",196
"brainstorm",27
"brainstorming",39
"braised",79
"brake",82
"brakes",102
"branch",517
"branches",266
"brand",1237
"brandbowl",3
"branded",84
"brandi",9
"branding",106
"brandon",451
"brands",359
"brandy",67
"branson",36
"brantley",45
"bras",44
"brasil",3
"brass",196
"brat",32
"bratwurst",7
"braun",130
"brave",296
"braved",20
"bravery",47
"braves",122
"bravest",10
"braving",10
"bravo",90
"brawl",39
"braxton",25
"brazil",263
"brazilian",120
"brb",27
"bre",4
"brea",22
"breach",104
"bread",1111
"breadcrumbs",40
"breaded",19
"breads",85
"breadsticks",5
"break",2770
"breakaway",32
"breakdown",136
"breaker",45
"breakers",35
"breakfast",1271
"breakfasts",50
"breakin",6
"breaking",814
"breakingnews",3
"breakout",66
"breaks",531
"breakthrough",100
"breakthroughs",19
"breakup",45
"breast",579
"breastfeed",16
"breastfeeding",57
"breasts",134
"breath",695
"breathe",323
"breathes",26
"breathing",364
"breaths",56
"breathtaking",96
"bred",56
"bree",15
"breed",156
"breeders",47
"breeds",57
"brees",38
"breeze",211
"breezy",56
"breh",5
"bremer",3
"brenda",101
"brendan",117
"brennan",108
"brenner",22
"brent",102
"brentwood",47
"breslin",8
"bret",34
"bretana",7
"brethren",56
"brett",183
"brew",320
"brewed",158
"brewer",266
"breweries",151
"brewers",416
"brewery",492
"brewing",490
"brewpub",37
"brews",106
"brewster",22
"bri",25
"brian",889
"briar",12
"bribe",63
"bribes",86
"brice",16
"brick",344
"brickell",4
"bricks",96
"bricktown",3
"bridal",117
"bride",265
"brides",79
"bridesmaids",46
"bridge",1225
"bridgeport",21
"bridges",241
"bridget",54
"bridgewater",32
"bridging",9
"brie",50
"brief",671
"briefing",58
"briefly",351
"brien",145
"brigade",63
"briggs",42
"bright",1102
"brighten",47
"brightened",21
"brightens",13
"brighter",119
"brightest",78
"brightly",101
"brighton",64
"brilliance",66
"brilliant",663
"brilliantly",85
"bring",3913
"bringdtoseattle",4
"bringin",7
"bringing",923
"bringit",5
"brings",1078
"brink",89
"brisk",65
"brisket",45
"bristol",104
"brit",56
"britain",539
"britannica",18
"brite",4
"brithday",3
"british",1239
"britney",59
"brits",30
"britt",39
"brittany",76
"brittney",18
"britton",18
"brkfst",3
"bro",743
"broad",488
"broadband",83
"broadcast",353
"broadcaster",56
"broadcasters",44
"broadcasting",125
"broadcasts",41
"broaden",51
"broader",219
"broads",8
"broadway",409
"broadwaycab",4
"broccoli",182
"brochure",37
"brochures",24
"brock",87
"broderick",21
"brodeur",58
"brodie",24
"brody",35
"broke",1191
"broken",1247
"broker",129
"bromance",5
"bron",27
"bronchitis",28
"bronco",21
"broncos",437
"bronson",32
"bronx",121
"bronze",135
"bronzed",4
"broo",4
"brook",144
"brooke",89
"brookfield",19
"brooklyn",682
"brooks",260
"broom",52
"bros",126
"broseph",3
"broski",6
"broth",231
"brotha",32
"brother",2030
"brotherhood",99
"brothers",894
"brought",2426
"brow",77
"broward",13
"brown",2787
"brownback",9
"brownbag",3
"browne",58
"brownie",82
"brownies",115
"browning",63
"browns",677
"brows",25
"browse",89
"browser",104
"browsers",25
"browsing",113
"broxton",3
"brrr",6
"brrrr",13
"brrrrr",3
"bruce",511
"bruh",65
"bruins",117
"bruise",44
"bruised",77
"bruises",74
"brunch",271
"brunches",3
"brunette",38
"bruno",185
"brunswick",224
"bruschetta",21
"brush",417
"brushed",93
"brushes",79
"brushing",69
"brussel",19
"brussels",127
"brutal",224
"brutality",49
"brutha",4
"brutus",3
"bruzzesi",4
"bryan",276
"bryant",296
"bryce",99
"brynn",3
"bryz",5
"bs",124
"bsb",6
"bsg",3
"bst",8
"bsu",5
"bt",36
"btl",3
"btr",16
"bts",4
"btu",8
"btw",341
"btwn",11
"bu",30
"bubba",69
"bubble",305
"bubbles",133
"bubbly",79
"buccaneers",35
"buccos",4
"buchanan",76
"buck",225
"bucket",267
"buckets",77
"buckeye",72
"buckeyes",177
"buckle",44
"buckley",34
"bucks",296
"bucky",13
"bucs",29
"bud",284
"buddha",92
"buddhist",86
"buddies",153
"budding",55
"buddy",497
"budge",29
"budget",2470
"budgets",211
"budlight",4
"buds",118
"budweiser",41
"bueller",18
"bueno",22
"buenos",52
"buff",65
"buffalo",289
"buffet",155
"buffets",19
"buffett",127
"buffs",48
"buffy",51
"buford",41
"bug",256
"bugged",23
"bugger",31
"bugging",29
"buggy",43
"bugs",191
"buh",9
"buhh",3
"build",1799
"builder",88
"builders",117
"building",3490
"buildings",803
"builds",139
"built",1840
"buisness",5
"bulb",117
"bulbs",119
"bulk",228
"bull",317
"bulldog",31
"bulldogs",94
"bullet",260
"bulletin",72
"bullets",105
"bullied",88
"bullies",61
"bullish",33
"bullock",42
"bullpen",177
"bulls",462
"bullseye",3
"bullsh",4
"bullshit",210
"bullshittin",3
"bully",134
"bullying",285
"bum",105
"bumbershoot",4
"bumblebee",3
"bummed",98
"bummer",83
"bumming",3
"bummy",3
"bump",183
"bumped",89
"bumper",88
"bumpin",11
"bumping",52
"bumps",109
"bumpy",53
"bums",33
"bun",87
"bunch",935
"buncha",3
"bundle",107
"bundled",54
"bundy",10
"bung",3
"bungle",4
"bunk",43
"bunker",47
"bunnies",83
"bunny",232
"buns",78
"bunt",51
"bunting",25
"bur",5
"burbank",39
"burbs",14
"burden",322
"burdens",45
"bureau",542
"bureaucracy",69
"buren",11
"burfict",12
"burg",17
"burger",388
"burgers",233
"burgh",10
"burglary",136
"burgundy",69
"burial",91
"buried",319
"burke",174
"burlesque",55
"burlington",89
"burn",491
"burned",355
"burner",89
"burners",23
"burnett",38
"burnin",3
"burning",501
"burns",246
"burnside",28
"burnt",156
"burp",26
"burped",4
"burpees",9
"burr",22
"burrito",77
"burritos",35
"burroughs",60
"burst",262
"bursting",79
"bursts",65
"burt",44
"burton",190
"bury",85
"burying",38
"bus",1365
"busboys",3
"busch",168
"buses",241
"busey",6
"bush",708
"bushes",119
"busier",36
"busiest",73
"business",6042
"businesses",1231
"businessman",147
"buss",17
"bust",224
"busta",3
"busted",106
"buster",49
"busters",18
"bustin",4
"busting",70
"bustling",79
"busts",31
"busy",1861
"but",86263
"butch",31
"butcher",91
"butchers",15
"butler",303
"butt",400
"butter",1255
"buttercup",17
"buttered",30
"butterflies",200
"butterfly",240
"buttermilk",71
"butternut",54
"butthole",10
"button",671
"buttons",281
"butts",72
"buy",3485
"buyer",220
"buyers",343
"buyin",4
"buying",1140
"buys",148
"buzz",271
"buzzed",28
"buzzer",50
"buzzing",66
"bv",27
"bwahaha",4
"bwi",21
"bww",5
"bx",5
"bxtch",3
"by",58909
"bye",366
"byee",3
"byline",15
"bynum",143
"byod",3
"byrd",52
"byrne",74
"byron",70
"bystander",19
"byu",39
"c",3615
"ca",391
"caa",26
"caan",3
"cab",203
"cabana",11
"cabaret",57
"cabbage",159
"cabbie",9
"cabernet",97
"cabin",253
"cabinet",254
"cabinets",120
"cabins",44
"cable",437
"cables",65
"cabo",23
"cabrera",111
"cabs",30
"cacao",37
"cache",47
"cacti",7
"cactus",70
"cadbury",18
"caddy",16
"caddyshack",3
"cadet",18
"cadillac",74
"caesar",88
"caesars",43
"caf",155
"cafe",502
"cafes",71
"cafeteria",97
"caffeinated",18
"caffeine",100
"cage",198
"cages",44
"cain",213
"cairo",80
"caitlin",27
"cajon",13
"cajun",46
"cajuns",4
"cake",1744
"cakes",333
"cal",280
"calamari",28
"calc",7
"calculate",62
"calculated",125
"calculating",32
"calculations",78
"calculator",34
"calculators",13
"calculus",26
"caleb",73
"calendar",393
"calendars",60
"calender",9
"calf",115
"cali",104
"caliber",102
"caliente",9
"calif",369
"california",2405
"californian",30
"californication",3
"calipari",68
"call",6336
"callahan",53
"callback",18
"callbacks",5
"calle",12
"called",6874
"caller",113
"callers",42
"callin",10
"calling",1501
"callipygian",3
"callmemaybe",5
"calls",1799
"calm",554
"calming",70
"calmness",25
"calms",23
"calorie",101
"calories",534
"cals",5
"calvin",103
"cam",157
"camaro",20
"cambodia",53
"cambridge",110
"camden",231
"came",7409
"camel",66
"cameo",51
"cameos",21
"camera",1279
"cameras",393
"cameron",350
"camilla",15
"camille",41
"camo",11
"camos",3
"camouflage",30
"camp",1210
"campaign",2612
"campaigning",105
"campaigns",287
"campbell",330
"camper",57
"campers",53
"campfire",29
"campground",42
"camping",247
"camps",215
"campus",932
"campuses",128
"camry",36
"cams",4
"camus",5
"can",51906
"cana",8
"canada",721
"canadian",400
"canadians",61
"canadiens",32
"canal",149
"canary",34
"canby",40
"cancel",160
"canceled",223
"canceling",35
"cancelled",161
"cancelling",19
"cancels",11
"cancer",1578
"cancers",72
"cancun",29
"candidate",936
"candidates",847
"candies",36
"candle",180
"candlelight",29
"candles",172
"candlestick",18
"candy",652
"candyswipe",3
"cane",105
"canes",30
"canibehonestwithyou",6
"canine",56
"cann",5
"cannabis",52
"canned",153
"cannery",17
"cannes",37
"canning",53
"cannon",113
"cannot",2323
"cano",17
"canoe",38
"canon",103
"canopy",41
"cans",177
"canseco",12
"cant",868
"cantaloupe",27
"cantina",27
"canton",99
"cantor",33
"canuck",3
"canucks",40
"canvas",238
"canyon",294
"canzano",12
"cap",624
"capabilities",114
"capability",90
"capable",497
"capacity",477
"cape",307
"capers",53
"capita",39
"capital",1039
"capitalism",150
"capitalist",87
"capitalists",38
"capitalization",13
"capitalize",47
"capitals",92
"capitol",337
"cappers",7
"cappuccino",30
"capri",38
"capricorn",25
"caps",263
"capstone",16
"capsule",52
"capt",126
"captain",632
"captains",71
"caption",45
"captioned",9
"captions",22
"capture",366
"captured",357
"captures",108
"car",4648
"cara",38
"caramel",261
"caramelized",62
"caravan",68
"carb",51
"carbon",285
"carbs",87
"carcass",27
"card",3207
"cardamom",36
"cardboard",158
"carded",14
"cardiac",65
"cardigan",81
"cardinal",192
"cardinals",620
"cardio",100
"cards",1602
"care",5375
"cared",192
"career",2532
"careers",228
"carefree",38
"careful",519
"carefully",572
"caregiver",57
"careless",56
"cares",338
"carey",104
"cargo",138
"caribbean",182
"caring",313
"carl",306
"carla",49
"carlin",25
"carlisle",40
"carlo",50
"carlos",260
"carlsbad",31
"carlson",83
"carlton",76
"carly",61
"carlyraejepsen",4
"carmel",133
"carmelo",56
"carmen",62
"carmona",34
"carnage",51
"carnal",12
"carne",17
"carnegie",85
"carnival",145
"caro",42
"carol",211
"carolina",735
"caroline",141
"carols",24
"carolyn",109
"carousel",48
"carpal",11
"carpenter",227
"carpet",306
"carpets",37
"carpool",21
"carr",118
"carriage",78
"carrie",140
"carried",681
"carrier",203
"carriers",136
"carries",355
"carroll",203
"carrot",163
"carrots",237
