"intexts","Freq"
"infinitum",5
"infirm",4
"infirmary",6
"infirmities",8
"inflame",16
"inflate",20
"inflected",13
"inflexible",11
"inflicted",88
"inflicting",8
"inflicts",4
"influenza",82
"influx",68
"informant",64
"informants",17
"informer",5
"informers",6
"infowars",9
"infraction",12
"infrared",14
"infrastructural",5
"infrequent",22
"infrequently",16
"infringe",19
"infringed",20
"infringing",27
"infuriate",4
"infuriated",12
"infuriates",4
"infuse",24
"infuses",16
"infusing",8
"infusions",10
"ingenious",28
"ingenuity",31
"inger",4
"ingest",20
"ingested",24
"ingesting",18
"ingle",4
"ingrained",30
"inhabit",40
"inhabitant",11
"inhabitants",71
"inhabited",38
"inhabiting",8
"inhabits",14
"inhalation",14
"inhaler",10
"inhales",4
"inhaling",18
"inheritance",67
"inheritances",4
"inheriting",8
"inhibit",10
"inhibited",5
"inhibiting",5
"inhibitions",6
"inhibits",10
"inhospitable",12
"inhuman",11
"inhumane",26
"inimitable",13
"iniquities",12
"iniquity",17
"inireland",4
"init",4
"initiate",55
"initiated",105
"initiates",10
"initiating",10
"initiations",4
"initiatory",6
"initio",7
"inject",39
"injecting",27
"injection",68
"injunction",65
"injunctions",7
"injunctive",4
"injure",33
"injuring",53
"injustices",23
"inkadinkado",6
"inker",8
"inkers",8
"inking",22
"inkling",26
"inks",95
"inky",33
"inlaid",9
"inland",57
"inlet",27
"inlets",7
"inlinkz",21
"innards",9
"innate",50
"innermost",7
"innkeeper",7
"innocently",26
"innocents",13
"innocuous",32
"innocuously",4
"innominus",4
"inns",12
"innsmouth",7
"innu",9
"innuendo",16
"innumerable",18
"inoffensive",6
"inoperable",13
"inordinate",17
"inori",7
"inpatient",20
"inquest",19
"inquired",31
"inquisition",15
"inquisitive",21
"inquisitor",5
"inquisitors",5
"insatiable",29
"inscribed",22
"inscription",15
"inscrutable",6
"insecticide",9
"insecticides",4
"inseparable",18
"inserted",117
"inserting",24
"insertion",5
"insiders",65
"insidious",22
"insincere",5
"insinuating",12
"insipid",4
"insistence",65
"insistent",24
"insistently",5
"insisting",76
"insofar",23
"insolvency",11
"insolvent",14
"insomuch",4
"inspect",58
"inspected",38
"inspecting",15
"inspections",70
"inspectors",72
"insta",15
"instability",37
"installations",46
"installer",6
"installers",12
"installments",27
"instalment",8
"instantaneous",19
"instantaneously",15
"instigate",4
"instigated",11
"instigation",4
"instil",6
"instilled",18
"instilling",13
"instinctive",19
"instinctively",45
"instinctual",4
"instituted",40
"institutes",34
"institutionalised",6
"institutionalized",23
"instruct",32
"instructed",108
"instructing",19
"instructive",15
"instructs",19
"instrumentalist",8
"instrumentation",13
"insufficient",45
"insular",12
"insulate",11
"insulated",24
"insulation",53
"insure",28
"insured",63
"insurers",118
"insures",4
"insurgency",21
"insurgent",39
"insurgents",46
"insurrection",5
"intakes",5
"intangibles",21
"integrators",4
"intellectually",37
"intellectuals",25
"intelligences",4
"intelligentsia",6
"intelligible",6
"intending",36
"intends",118
"intensified",42
"intensifies",9
"intensify",21
"intensifying",9
"intensively",4
"intentionality",8
"intentioned",26
"intently",37
"intents",17
"interactionist",4
"interactivity",8
"interacts",16
"intercede",6
"interceded",4
"intercept",14
"intercepted",37
"interceptions",108
"intercession",15
"interchange",37
"intercollegiate",16
"intercom",8
"interconnected",23
"interconnectedness",4
"interconnections",4
"intercourse",36
"intercultural",4
"interdependence",5
"interfacing",10
"interfaith",36
"interfered",13
"interferes",11
"interfering",36
"intergalactic",9
"interjected",14
"interjects",6
"interline",4
"interlocking",7
"interlok",4
"interlude",13
"interludes",15
"intermediaries",6
"intermediary",20
"intermezzo",4
"interminable",14
"intermittent",21
"intermittently",26
"intermodal",9
"internalize",7
"internalized",5
"interned",11
"internment",16
"interparliamentary",4
"interpersonal",16
"interplay",33
"interpretative",4
"interpreted",75
"interpreter",38
"interpreters",12
"interpretive",29
"interprets",13
"interred",4
"interrelationship",4
"interrogate",5
"interrogated",13
"interrogations",10
"interrogatory",4
"interruption",20
"interruptions",27
"interrupts",17
"intersect",13
"intersections",52
"interspersed",27
"interspersing",4
"interstellar",4
"intertwined",39
"intervals",59
"intervened",29
"intervening",42
"interventionist",8
"interviewee",7
"interviewees",5
"interweb",6
"interwoven",15
"intestine",18
"intimated",5
"intimately",29
"intimidate",26
"intimidates",4
"intimidation",55
"intolerable",18
"intoxicate",4
"intoxication",22
"intra",14
"intractable",12
"intraday",8
"intravenous",16
"intrepid",44
"intricacies",21
"intricacy",4
"intricately",17
"intrigues",16
"intrinsically",8
"introductory",41
"introspective",29
"introvert",6
"introverted",7
"intrude",13
"intruder",19
"intruders",29
"intruding",8
"intrusion",24
"intrusive",36
"intuitively",22
"intute",7
"inv",4
"invader",4
"invaders",26
"invades",5
"invalidity",7
"invasions",10
"invective",10
"inventiveness",8
"inventories",44
"inventors",25
"invents",6
"inversion",6
"invert",16
"inverted",25
"investigates",29
"investigations",234
"investigator",129
"invests",15
"invictus",4
"invigorated",12
"inviolable",4
"invisibility",10
"invitational",63
"invocation",14
"invoices",21
"invoked",39
"invokes",10
"invoking",24
"involuntarily",6
"inward",52
"inwardly",12
"inwards",6
"ioc",14
"iod",4
"iodine",26
"iom",11
"iona",21
"ionic",8
"ionosphere",5
"iota",8
"ipas",16
"ipc",4
"ipcc",5
"ipkat",22
"ipl",9
"iplayer",9
"ipoh",7
"ippity",4
"ipr",4
"iprs",8
"ipts",4
"iqra",4
"iraqis",29
"irate",16
"irb",5
"irc",6
"ire",34
"irgens",4
"iridescence",4
"iridescent",13
"iridium",5
"iridology",4
"irina",7
"irises",18
"irishman",14
"irked",16
"irks",7
"irma",13
"ironed",25
"irrationality",4
"irreconcilable",6
"irreducibly",4
"irrefutable",8
"irregardless",4
"irregular",45
"irregularities",29
"irregularity",5
"irrelevance",13
"irreparable",20
"irreplaceable",18
"irresistable",4
"irrespective",29
"irresponsibility",17
"irresponsibly",4
"irreverent",26
"irreversible",6
"irrevocable",10
"irrevocably",5
"irrigation",53
"irritability",5
"irritation",41
"irritations",4
"isa",14
"isabelle",25
"isaf",7
"isang",4
"isbn",44
"iscariot",4
"ise",10
"ishida",4
"ishiguro",9
"ishmael",13
"isi",17
"isis",18
"iskcon",12
"isla",13
"islam",322
"islamabad",25
"islamisation",4
"islamism",20
"islamist",75
"islamists",48
"islamization",8
"islamophobia",15
"islamoterrorism",5
"islandwood",5
"isley",4
"islington",9
"ism",21
"ismail",16
"isms",6
"isobel",6
"isolate",21
"isolating",14
"isolation",89
"isps",10
"israelite",9
"israelites",27
"issuance",26
"issuing",70
"italicized",6
"italics",5
"italo",7
"itc",4
"itemized",12
"iteration",12
"iterations",11
"iti",5
"itinerant",14
"itsy",6
"itty",13
"itv",8
"iud",9
"ives",19
"ivn",15
"ivoire",4
"ivor",4
"iwo",4
"iwsb",6
"jabbed",15
"jabberjaw",5
"jabbing",6
"jabs",14
"jac",4
"jackal",5
"jackfruit",4
"jackman",30
"jaclyn",10
"jacobite",4
"jacobsen",17
"jacqueline",77
"jacquie",6
"jacy",4
"jadeite",4
"jaejoong",7
"jaela",5
"jaffa",13
"jaffe",20
"jagged",25
"jaggery",9
"jaglom",16
"jaidee",6
"jailbreak",5
"jailer",4
"jain",5
"jaipur",7
"jalan",17
"jalapenos",15
"jalisco",4
"jamboree",12
"jamestown",12
"jami",8
"jamieson",11
"jammy",10
"jamon",6
"jamun",6
"jana",5
"janamejaya",4
"jandugan",4
"janeiro",16
"janelle",11
"janes",10
"janette",6
"jang",4
"jangle",8
"janie",21
"janine",15
"janis",28
"janitor",19
"janome",10
"janus",6
"jaoui",5
"japes",4
"jardin",10
"jarrad",4
"jarred",13
"jarring",46
"jarvis",19
"jarvyk",5
"jaspar",4
"jat",6
"jaunt",24
"jaunty",20
"javier",31
"jawed",13
"jaya",7
"jaye",5
"jayne",14
"jaywalking",4
"jazeera",13
"jck",5
"jcs",5
"jealousies",6
"jealously",5
"jeanette",26
"jeanine",11
"jeannie",25
"jed",28
"jeddah",6
"jeebies",6
"jeeps",13
"jeera",7
"jeeves",8
"jefferies",10
"jeffries",31
"jehovah",21
"jehu",4
"jeju",4
"jekyll",16
"jellies",15
"jellypark",5
"jem",10
"jemima",9
"jemma",5
"jena",5
"jeni",4
"jeniah",4
"jenifer",4
"jenni",18
"jennie",24
"jens",12
"jensen",55
"jeon",4
"jeopardize",33
"jer",5
"jerantut",4
"jerking",9
"jermyn",9
"jessup",10
"jester",13
"jesuits",16
"jetbikes",4
"jethro",12
"jett",7
"jetta",22
"jetting",5
"jettison",15
"jettisoned",11
"jettisoning",5
"jetty",5
"jewbelation",4
"jeweled",4
"jeweler",12
"jewelery",4
"jeweller",4
"jewellers",8
"jewellery",62
"jezebel",8
"jharkhand",4
"jian",5
"jiang",24
"jibe",10
"jibes",9
"jie",5
"jig",25
"jiggly",4
"jihadis",4
"jihadist",18
"jihadists",15
"jillibean",5
"jilted",5
"jima",5
"jims",4
"jin",45
"jingling",4
"jintan",8
"jiplp",8
"jiro",11
"jitsu",11
"jitters",15
"jiu",10
"jizya",4
"jjs",5
"jm",8
"jmpd",10
"jmu",4
"jnr",10
"jnsi",4
"joab",5
"joachim",5
"joanie",7
"joanna",43
"joanns",4
"joaquin",49
"joblessness",23
"joburg",4
"jockeys",36
"joconde",4
"jodie",23
"jody",22
"jogged",18
"joggers",6
"jogs",4
"joh",7
"johanna",23
"johannes",8
"johannesburg",50
"johari",5
"johnsbury",4
"johnstone",17
"johor",8
"joie",6
"joiner",4
"jointed",4
"jointly",48
"jojoba",6
"jokingly",29
"joneses",8
"jongleurs",4
"joni",15
"jonsi",4
"jonze",4
"joo",4
"jools",4
"joon",10
"joram",4
"jorn",4
"josef",16
"joseon",7
"josephine",15
"joshi",7
"josiah",17
"jostled",7
"jostling",6
"jotted",10
"jotting",10
"joules",5
"journaling",32
"journalling",9
"journeyed",8
"journeying",7
"journeyman",10
"jovial",17
"joyfully",13
"joyner",13
"joyously",6
"jpa",8
"jps",4
"json",7
"jsp",4
"juarez",26
"juba",7
"jubilant",17
"jubilation",6
"jubilee",40
"jud",4
"juda",5
"judah",31
"judaism",49
"jude",59
"judea",9
"judeo",11
"judgemental",8
"judgments",64
"judiciary",101
"judicious",14
"judo",6
"juggled",12
"juggler",7
"jugglers",4
"jugs",18
"jugular",6
"juicier",5
"juju",7
"juli",6
"juliana",7
"julianna",10
"julienned",5
"juliette",26
"julio",24
"jullie",4
"julyvonne",5
"jumble",23
"jumbled",15
"jumpsuit",15
"jumpy",19
"jun",17
"junctions",10
"juncture",24
"jund",8
"junebug",5
"jungian",5
"jungles",14
"junker",4
"junkies",21
"junky",10
"junsu",43
"junta",35
"juries",21
"jurisdictions",44
"jurisprudence",7
"justices",125
"justifiable",22
"justifiably",9
"justification",88
"justifications",7
"justifies",25
"justine",24
"justly",7
"justrite",37
"jute",14
"jutting",12
"juxtaposed",16
"juxtaposition",29
"juxtapositions",4
"ka",87
"kabobs",4
"kabocha",6
"kaboom",5
"kabuki",10
"kabul",51
"kacey",4
"kade",7
"kadoya",8
"kaduna",5
"kaffir",13
"kafka",14
"kaftan",4
"kaftans",4
"kagawa",7
"kahaani",4
"kaidan",16
"kairo",4
"kaisercraft",20
"kaito",4
"kajal",5
"kak",4
"kaki",10
"kal",8
"kalamata",4
"kalia",8
"kalinda",7
"kaliyuga",4
"kam",7
"kama",4
"kamal",10
"kambili",4
"kami",7
"kamikaze",7
"kamla",9
"kampf",4
"kamza",6
"kandahar",20
"kandrews",4
"kandula",5
"kang",21
"kangaroo",20
"kangkung",6
"kanji",6
"kannada",6
"kano",10
"kaoru",6
"kapoor",15
"kar",5
"karachi",27
"karamazov",4
"karan",13
"kareena",4
"karenina",5
"karim",8
"karin",20
"karman",4
"karmen",5
"karmic",13
"karna",11
"karnataka",6
"karol",11
"karzai",57
"karzais",4
"kashmir",21
"kass",7
"kassi",6
"kasztner",5
"kata",11
"kath",7
"kathi",10
"kathmandu",13
"kathryn",62
"kathrynn",7
"katia",4
"katsu",4
"kauai",33
"kaur",19
"kawaii",11
"kaye",35
"kaylee",16
"kaytar",5
"kaz",6
"kbps",6
"kdp",7
"kean",64
"keanu",4
"kearney",25
"kearns",14
"keating",14
"keats",4
"kebab",13
"kebabs",15
"kee",4
"keechie",5
"keeffe",11
"keel",23
"keeling",4
"keenan",24
"keene",15
"keenly",18
"keepsake",15
"keepsakes",10
"kefir",7
"kegerator",8
"kegged",7
"kei",10
"keillor",10
"keir",5
"keira",7
"keiser",6
"kelli",27
"kellie",18
"kellman",5
"kellogg",30
"kelowna",5
"kelp",24
"kelsier",6
"kempton",5
"kendal",10
"keneally",5
"kennel",32
"kenney",24
"kensington",36
"kentish",5
"kenyans",10
"kepler",10
"kerala",12
"kerfuffle",5
"kerinchi",4
"kernel",25
"kernels",26
"kerosene",14
"kerri",34
"kerrie",4
"kers",16
"kershaw",31
"kerzner",4
"kesler",9
"kesse",4
"kessinger",4
"kesta",6
"keyboardist",15
"keychain",4
"keye",4
"keyed",13
"keyes",17
"keyhole",5
"keynesian",4
"keypad",12
"kgb",15
"kgs",5
"kh",5
"khaki",15
"khakis",16
"khalid",22
"khar",9
"khartoum",4
"khayelitsha",5
"khedira",6
"khewa",4
"khmer",24
"khun",5
"khyber",4
"khz",4
"ki",34
"kiara",13
"kiarostami",5
"kibble",6
"kibosh",8
"kickbacks",26
"kiddies",13
"kiddy",4
"kidman",13
"kidnappers",10
"kidnappings",13
"kidnaps",9
"kidston",4
"kiefer",15
"kiel",15
"kiera",4
"kieran",15
"kierkegaard",22
"kieslowski",6
"kiev",9
"kildare",7
"kilimanjaro",6
"killarney",6
"killings",131
"kiln",18
"kilo",16
"kilogram",11
"kilograms",17
"kilometer",15
"kilometers",59
"kilometre",9
"kilometres",26
"kilos",15
"kilter",18
"kilts",4
"kimball",15
"kimber",4
"kimmie",7
"kimmy",5
"kimono",10
"kincaid",11
"kindergartners",14
"kindled",15
"kindles",13
"kindling",4
"kindnesses",7
"kingdoms",25
"kingman",14
"kingsbury",12
"kingsolver",4
"kink",13
"kinney",29
"kinship",23
"kinsmen",4
"kiosk",32
"kiosks",23
"kip",10
"kipling",14
"kipp",9
"kiran",4
"kirby",54
"kirchner",13
"kirkus",4
"kirsten",40
"kirsty",15
"kis",4
"kissimmee",46
"kissinger",12
"kitchenaid",7
"kitchens",79
"kites",14
"kitsch",27
"kitschy",16
"kkk",6
"kl",18
"klan",14
"klang",4
"klaus",13
"kleenex",24
"klia",4
"kline",45
"klinghoffer",4
"klm",12
"klsch",7
"klub",5
"klumb",4
"klutz",4
"klux",5
"kms",15
"knackered",10
"knacks",4
"knead",41
"kneaded",4
"kneading",16
"kneel",13
"kneeling",28
"knell",9
"knelt",12
"knesset",12
"knick",8
"knickers",15
"knighthood",4
"knightley",10
"knightly",5
"knits",17
"knitted",45
"knitter",13
"knitters",16
"knobs",22
"knoll",21
"knops",4
"knots",46
"knotted",16
"knotting",7
"knotts",5
"knotty",4
"knotweed",9
"knowingly",45
"knowledgable",4
"knowles",27
"kobblers",4
"kodiak",6
"kofi",17
"koh",29
"kohler",14
"koi",18
"koko",10
"kolaches",4
"kolkata",18
"kolker",6
"kolsch",10
"kom",4
"kombai",4
"kona",27
"konad",5
"kongo",8
"konrath",10
"kooks",4
"kooky",15
"kooning",4
"kopple",4
"kor",4
"koran",45
"koreans",32
"korn",6
"korowai",4
"korra",4
"kos",35
"kosovo",28
"kowal",6
"kp",5
"kpmg",15
"kraftin",6
"kraken",5
"krakow",13
"krampus",4
"krathong",4
"kratos",5
"kraus",21
"krausen",9
"kraut",6
"kreativ",5
"kremlin",31
"krentcil",20
"krentz",4
"krewe",10
"krillitanes",4
"kringle",5
"krishna",50
"krishnamurti",6
"krispie",5
"kriss",4
"krista",22
"kristian",15
"kristie",13
"kristien",5
"kristine",16
"kristy",16
"kronos",11
"krotons",5
"krsna",6
"krue",5
"krueger",14
"kruger",40
"kryon",6
"ktia",4
"kuala",31
"kuban",4
"kucinich",169
"kugel",10
"kukl",4
"kulfi",5
"kumayama",7
"kumiko",10
"kundalini",8
"kunis",5
"kunt",4
"kunti",6
"kurdish",18
"kurds",21
"kuroda",21
"kurosawa",7
"kuru",7
"kut",5
"kuti",4
"kuts",6
"kuya",7
"kvetch",5
"kwa",4
"kwazulu",10
"kweli",4
"kwik",4
"kya",4
"kyan",10
"kyi",22
"kyla",11
"kym",18
"kyon",4
"kyoto",28
"kyung",5
"laa",4
"laban",4
"labelled",37
"labelling",11
"labeouf",8
"laboratories",41
"labored",24
"laborer",18
"laborers",36
"laboring",18
"laborious",11
"laboured",9
"labourer",9
"labourers",7
"labours",4
"labrador",30
"labyrinthine",10
"laces",18
"lacey",36
"lacing",14
"lacked",147
"lackey",4
"lackeys",5
"lackluster",43
"laconic",10
"lacquer",11
"lactation",10
"lactic",10
"lacto",9
"lactose",19
"lacuna",6
"ladakh",17
"ladbrokes",5
"ladders",32
"ladin",4
"ladle",15
"ladure",4
"laduree",5
"ladybugs",7
"laetitia",4
"laforet",6
"lagarde",18
"lagers",21
"lagging",23
"lagi",4
"lagos",17
"lags",16
"lagunitas",14
"lah",9
"lahore",5
"laila",6
"lain",8
"laine",16
"laing",6
"laissez",17
"lakeland",22
"lakeshore",14
"lakh",5
"lakota",5
"lakshmi",8
"laleth",7
"lambeth",9
"lambic",16
"lambics",4
"lambiek",4
"lambs",28
"lamentable",6
"lamentations",5
"lamented",35
"lamenting",20
"laments",15
"laminate",18
"laminated",8
"lampoon",7
"lamps",67
"lampshade",7
"lan",21
"lancashire",17
"lancet",8
"lancing",4
"lancme",8
"landau",12
"lande",7
"landen",4
"landfills",18
"landings",14
"landis",20
"landlady",8
"landline",18
"landlocked",11
"landmarks",67
"landmines",4
"landowner",11
"landowners",40
"landscaped",18
"landscapes",53
"laney",12
"langley",19
"languid",12
"languish",14
"languished",20
"languishing",20
"lani",5
"lanka",38
"lankan",6
"lanna",4
"lanterns",35
"laos",12
"lapel",15
"lapels",5
"lapis",5
"lapping",11
"lapsed",11
"larceny",43
"lard",23
"lark",36
"larkin",28
"larks",9
"larsson",39
"larvae",9
"laryngitis",9
"larynx",4
"lasagne",4
"lashed",24
"lashing",16
"lashings",7
"lashkar",4
"lashline",6
"lasik",5
"lass",12
"lasse",4
"lassie",7
"lassiter",5
"latch",24
"latched",16
"latches",4
"latching",4
"latency",4
"lateness",6
"latent",14
"latham",9
"lathe",5
"lather",19
"latins",4
"latitude",26
"latitudes",5
"latour",10
"lattice",19
"latvia",8
"lauber",12
"laudable",11
"lauded",46
"laughably",6
"laugher",9
"laughingly",13
"laughlin",15
"launchpad",4
"laundered",4
"laundering",57
"laureate",35
"laureates",13
"laurels",9
"laurelwood",8
"laurence",33
"laurinaitis",11
"lausanne",5
"lautrec",5
"lavatory",6
"laverne",18
"lavinia",4
"lavish",69
"lavished",8
"lavishes",4
"lavishly",16
"lawful",44
"lawfully",14
"lawler",10
"lawless",17
"lawlessness",16
"lawnmower",8
"lawns",44
"lawton",6
"laxatives",4
"laxness",7
"layering",57
"layla",15
"laylah",4
"layman",13
"laymon",5
"layoff",65
"lazer",4
"lazily",10
"lazing",5
"lbd",4
"ldl",22
"lds",14
"leaden",6
"leaderboard",16
"leadville",10
"leaflet",9
"leaflets",12
"leafs",15
"leafy",53
"leaned",95
"leaner",22
"leanings",20
"leann",4
"leanne",18
"leant",5
"leaped",22
"leapfrog",15
"leaping",49
"leapt",29
"leased",54
"leases",56
"leathery",15
"leaven",7
"leavenworth",18
"leck",4
"lectured",17
"lecturers",11
"lederhosen",7
"ledger",202
"ledges",6
"leech",5
"leeches",6
"leeks",43
"leela",14
"leering",4
"lees",7
"leeway",28
"lefebvre",4
"lefferts",4
"lefties",25
"leftism",4
"leftists",30
"legacies",12
"legalese",8
"legalisation",4
"legalised",5
"legalism",9
"legality",16
"legalization",25
"legalized",20
"legalizing",25
"leggy",6
"legible",5
"legion",70
"legions",25
"legislate",10
"legislators",327
"legislatures",31
"legitimacy",55
"legitimize",7
"legitimized",5
"legos",23
"legumes",18
"leh",4
"lehane",8
"lehman",56
"lehmann",4
"lehrer",12
"lei",12
"leia",8
"leibovitz",6
"leibowitz",12
"leicester",16
"leif",23
"leighton",15
"leila",25
"leinart",21
"leinenkugel",5
"leipzig",15
"leisurely",48
"leith",7
"lek",5
"lela",5
"lemak",4
"lemington",4
"lemongrass",18
"lemony",35
"lengthen",14
"lengthening",9
"lengthwise",32
"leniency",14
"lenient",16
"lenihan",4
"leninist",4
"lennox",4
"lenoir",5
"lenore",9
"lentil",26
"lentils",51
"lenzi",6
"leonardo",48
"leone",28
"leopardstown",5
"leopold",33
"leotard",14
"leper",18
"lepers",8
"lepore",4
"leprechauns",4
"leprosy",6
"lese",4
"lesions",11
"lesley",22
"lesotho",10
"lessen",53
"lessened",14
"lessening",10
"lessens",5
"lethargic",9
"lethargy",7
"letitia",11
"letizia",4
"letsgo",5
"letterbox",4
"lettered",11
"lettering",32
"lev",18
"levee",41
"leveled",53
"leveling",22
"levelled",6
"levelling",5
"leven",5
"leveraged",16
"levers",16
"leveson",5
"levesque",7
"leviathan",8
"levied",28
"levinson",14
"levis",6
"levitate",5
"levitating",4
"levitation",4
"leviticus",16
"levitt",21
"levity",10
"lew",16
"lewd",13
"lewes",8
"lewin",4
"lewisham",7
"lexicon",26
"lexie",4
"ley",12
"lgbti",7
"lge",5
"lh",14
"lia",15
"liabilities",44
"liable",58
"liaising",4
"liaison",46
"liaisons",10
"liana",7
"libations",12
"libel",18
"liberalism",36
"liberally",27
"liberate",15
"liberated",25
"liberates",4
"liberating",42
"liberation",75
"liberator",4
"liberia",21
"liberian",10
"libertarians",19
"libidacoria",4
"libido",10
"libration",5
"libre",13
"libretto",6
"libro",4
"libyans",5
"lice",69
"licence",74
"licences",8
"licensee",39
"licensees",12
"licensor",29
"lich",4
"lichen",10
"lichfield",9
"lichtenstein",5
"licious",7
"lidia",4
"lids",51
"lieber",10
"lieberman",27
"liebster",17
"liesl",9
"lieutenant",105
"lifeblood",13
"lifeboat",24
"lifeboats",16
"lifecycle",7
"lifeless",38
"lifelike",4
"lifeline",30
"lifespan",28
"lifestyles",39
"lifetimes",23
"ligaments",11
"lighted",48
"lightened",23
"lightest",17
"lighthearted",16
"lighthouses",8
"lightness",21
"lightsaber",4
"lightyear",7
"likelihood",118
"likeminded",4
"liken",8
"likened",39
"likey",5
"lila",19
"lilacs",8
"lilith",6
"lill",4
"lillian",23
"lillie",15
"lilliputian",4
"lilt",5
"lilting",6
"lilypad",4
"lim",35
"limber",4
"limelight",35
"limerick",10
"limestone",37
"limitation",28
"limoux",7
"limped",17
"limpid",6
"limpopo",15
"lina",4
"linby",4
"lincolnshire",5
"lindberg",11
"lindbergh",76
"linden",51
"lineage",26
"linens",50
"linford",4
"lingere",4
"lingered",41
"lingering",119
"lingers",27
"lingual",5
"linguine",15
"linguistic",33
"lingus",6
"linings",9
"linkage",8
"linkages",6
"linky",70
"linoleum",9
"lio",4
"lioness",5
"lionheart",4
"lipids",4
"lipliner",4
"lipped",16
"lipsticks",13
"lipsyte",4
"lipton",8
"liquer",5
"liqueur",54
"liquidated",15
"liquidation",25
"liquids",39
"liquidy",4
"lisbon",28
"lise",6
"lissa",9
"listenable",4
"lister",10
"listless",4
"listserv",5
"litany",35
"litchfield",13
"literatures",4
"liters",15
"litfin",5
"lithe",15
"lithium",28
"litigants",10
"litigated",4
"litmus",12
"litre",26
"litres",12
"littered",52
"littlehampton",4
"littles",19
"littlest",23
"liturgical",18
"liturgy",24
"liu",43
"livelihoods",12
"liven",10
"livened",5
"livery",16
"livestock",63
"liveth",5
"livid",14
"livingstone",15
"lizards",21
"lizzy",21
"llama",12
"llamados",7
"llamas",4
"llandudno",4
"llewellyn",17
"llewelyn",4
"lloyds",4
"llp",41
"lmn",4
"loafers",17
"loaned",27
"loath",15
"loathed",14
"loathes",5
"loathsome",12
"lobbied",42
"lobbies",22
"lobbyist",75
"lobes",6
"lobsters",10
"loca",4
"locales",25
"localised",6
"localism",7
"localities",15
"locality",7
"localized",8
"loch",15
"lockerbie",4
"locket",10
"locomotive",25
"locomotives",20
"locus",6
"locust",24
"locusts",5
"lodged",56
"loews",4
"logistical",23
"logsdon",10
"lois",45
"loitering",10
"lok",4
"lolita",37
"lollies",8
"lolly",9
"loma",30
"lomas",6
"lombard",21
"lomborg",4
"lon",23
"londoners",11
"lonesome",23
"longed",34
"longhand",7
"longingly",5
"longings",7
"longish",10
"longitude",4
"longs",24
"longshot",9
"longstanding",24
"longsuffering",5
"lookbook",5
"lookers",4
"loomed",25
"loomis",40
"looms",41
"loon",4
"looney",16
"loong",7
"loonie",5
"loony",5
"looong",5
"loooong",11
"looooong",5
"loooove",5
"looove",8
"looped",7
"loophole",29
"looping",12
"loopy",12
"loosed",4
"loosen",56
"loosened",29
"loosening",14
"looses",5
"loot",33
"looted",16
"looters",9
"lop",6
"lopsided",35
"lora",7
"lorax",9
"lordship",4
"lore",45
"lorelei",4
"loretta",35
"lorien",5
"lorne",8
"lorong",6
"lorovic",4
"lorraine",21
"lorry",8
"lossless",4
"lotions",15
"lotter",9
"lotv",6
"lough",4
"lounges",24
"louse",4
"lout",19
"louvre",20
"loveable",12
"lovebirds",5
"lovecraft",37
"lovefest",4
"loveless",7
"loveliest",14
"loveliness",10
"lovelock",9
"lovemaking",5
"lovett",10
"lovingkindness",5
"lowdown",12
"lowenstein",5
"lowercase",6
"lowly",23
"lowndes",5
"loy",5
"loyalist",4
"loyalties",8
"lps",13
"lra",6
"lrgp",4
"lsat",6
"lsd",24
"ltc",11
"ltte",9
"luann",5
"luau",9
"lubrication",5
"luc",22
"luca",4
"lucian",9
"lucidity",7
"lucien",26
"lucifer",23
"luciferian",6
"lucinda",17
"lucio",9
"lucite",4
"lucrezia",4
"luddite",6
"ludicrous",41
"ludlow",8
"ludo",8
"lug",23
"lugano",4
"lugged",5
"lugging",7
"lugosi",10
"luhrmann",6
"luk",4
"luka",10
"lullabies",6
"lullabye",4
"lulled",12
"lulling",4
"lulls",13
"lulus",4
"lumbar",6
"lumber",53
"lumbering",15
"lumbini",5
"lumiere",13
"luminaries",20
"luminato",4
"luminescent",7
"luminous",24
"lumped",17
"lumping",5
"lumps",44
"lumpur",31
"lun",5
"lunacy",15
"lunar",40
"lunatic",38
"lunatics",14
"lunchbox",9
"lunchboxes",5
"lund",9
"lunge",10
"lunged",10
"lunging",5
"lupin",4
"lupine",5
"lurch",11
"lured",50
"lures",18
"lurid",12
"luring",27
"lurked",8
"lurkers",4
"lurks",8
"lurve",6
"lusted",5
"lustful",10
"lusting",7
"lustrous",4
"lusts",9
"lusty",13
"lutein",5
"luton",14
"lutz",29
"luxe",33
"luxemburg",5
"luxor",5
"luxuries",14
"luz",10
"luzon",5
"lxx",5
"lyari",7
"lychee",7
"lycra",4
"lydon",4
"lye",8
"lyle",28
"lymph",22
"lymphoma",18
"lynas",5
"lynchburg",9
"lynching",13
"lyndon",30
"lynette",9
"lynne",30
"lynsey",7
"lynx",17
"lynyrd",4
"lyons",57
"lyricism",12
"lysol",4
"maaf",4
"maarten",4
"maass",4
"maastricht",4
"mabel",14
"mabry",12
"maca",4
"macabre",16
"macadamia",16
"macaron",25
"macarons",26
"macau",6
"macaulay",8
"macaw",4
"macc",12
"maccabees",5
"macdonald",54
"macedonia",24
"macedonian",7
"macgregor",6
"macgyver",6
"mach",6
"mache",18
"machete",14
"machina",4
"machinations",9
"machined",5
"machineguns",4
"machinima",4
"machismo",13
"macie",4
"mackay",14
"mackaye",4
"mackie",4
"maclaren",4
"macleod",5
"macmillan",30
"macpherson",16
"macro",33
"macular",10
"madcap",5
"maddening",27
"madder",6
"maddin",5
"maddon",15
